"","sequencing_id","pathway","resampled_reads"
"15717","A30","Virion - Hepatitis viruses",244
"15718","A30","Vitamin B6 metabolism",28361
"15719","A30","Vitamin digestion and absorption",9
"15720","A30","Wnt signaling pathway",187
"15721","A30","Xylene degradation",11855
"15722","A30","Yersinia infection",106
"15723","A30","Zeatin biosynthesis",2851
"15724","A30","alpha-Linolenic acid metabolism",3445
"15725","A30","beta-Alanine metabolism",22558
"15726","A30","beta-Lactam resistance",38749
"15727","A30","cAMP signaling pathway",1788
"15728","A30","cGMP-PKG signaling pathway",49
"15729","A30","mRNA surveillance pathway",1064
"15730","A30","mTOR signaling pathway",329
"15731","A30","p53 signaling pathway",3378
"15732","A31","ABC transporters",311131
"15733","A31","AMPK signaling pathway",9852
"15734","A31","ATP-dependent chromatin remodeling",185
"15735","A31","Acarbose and validamycin biosynthesis",5397
"15736","A31","Acute myeloid leukemia",3
"15737","A31","Adherens junction",157
"15738","A31","Adipocytokine signaling pathway",12943
"15739","A31","Adrenergic signaling in cardiomyocytes",55
"15740","A31","Aflatoxin biosynthesis",9
"15741","A31","African trypanosomiasis",2034
"15742","A31","Alanine, aspartate and glutamate metabolism",97573
"15743","A31","Alcoholic liver disease",18831
"15744","A31","Alcoholism",4734
"15745","A31","Aldosterone synthesis and secretion",14
"15746","A31","Alzheimer disease",15672
"15747","A31","Amino sugar and nucleotide sugar metabolism",117361
"15748","A31","Aminoacyl-tRNA biosynthesis",118264
"15749","A31","Aminobenzoate degradation",43807
"15750","A31","Amoebiasis",682
"15751","A31","Amphetamine addiction",4632
"15752","A31","Amyotrophic lateral sclerosis",16186
"15753","A31","Antifolate resistance",12907
"15754","A31","Antigen processing and presentation",1803
"15755","A31","Apelin signaling pathway",194
"15756","A31","Apoptosis",2629
"15757","A31","Apoptosis - fly",2846
"15758","A31","Apoptosis - multiple species",2146
"15759","A31","Arabinogalactan biosynthesis - Mycobacterium",16304
"15760","A31","Arachidonic acid metabolism",89
"15761","A31","Arginine and proline metabolism",71380
"15762","A31","Arginine biosynthesis",66739
"15763","A31","Ascorbate and aldarate metabolism",21032
"15764","A31","Atrazine degradation",3341
"15765","A31","Autophagy - animal",717
"15766","A31","Autophagy - other",393
"15767","A31","Autophagy - yeast",1522
"15768","A31","Axon guidance",52
"15769","A31","Axon regeneration",3593
"15770","A31","B cell receptor signaling pathway",59
"15771","A31","Bacterial chemotaxis",30089
"15772","A31","Bacterial invasion of epithelial cells",97
"15773","A31","Bacterial secretion system",72523
"15774","A31","Basal cell carcinoma",230
"15775","A31","Basal transcription factors",1596
"15776","A31","Base excision repair",55885
"15777","A31","Benzoate degradation",71628
"15778","A31","Betalain biosynthesis",4560
"15779","A31","Bile secretion",754
"15780","A31","Biofilm formation - Escherichia coli",32089
"15781","A31","Biofilm formation - Pseudomonas aeruginosa",32339
"15782","A31","Biofilm formation - Vibrio cholerae",22946
"15783","A31","Biosynthesis of 12-, 14- and 16-membered macrolides",29
"15784","A31","Biosynthesis of ansamycins",10697
"15785","A31","Biosynthesis of enediyne antibiotics",10710
"15786","A31","Biosynthesis of siderophore group nonribosomal peptides",2993
"15787","A31","Biosynthesis of type II polyketide backbone",987
"15788","A31","Biosynthesis of type II polyketide products",4691
"15789","A31","Biosynthesis of unsaturated fatty acids",11378
"15790","A31","Biosynthesis of vancomycin group antibiotics",3126
"15791","A31","Biosynthesis of various alkaloids",471
"15792","A31","Biosynthesis of various antibiotics",4705
"15793","A31","Biosynthesis of various other secondary metabolites",866
"15794","A31","Biosynthesis of various plant secondary metabolites",20870
"15795","A31","Biotin metabolism",33135
"15796","A31","Bisphenol degradation",545
"15797","A31","Bladder cancer",558
"15798","A31","Breast cancer",83
"15799","A31","Butanoate metabolism",82820
"15800","A31","C-type lectin receptor signaling pathway",39
"15801","A31","C5-Branched dibasic acid metabolism",29092
"15802","A31","Caffeine metabolism",1487
"15803","A31","Calcium signaling pathway",783
"15804","A31","Caprolactam degradation",18546
"15805","A31","Carbapenem biosynthesis",2977
"15806","A31","Carbohydrate digestion and absorption",107
"15807","A31","Carbon fixation by Calvin cycle",61011
"15808","A31","Cardiac muscle contraction",3900
"15809","A31","Carotenoid biosynthesis",4796
"15810","A31","Cationic antimicrobial peptide (CAMP) resistance",19945
"15811","A31","Cell cycle",825
"15812","A31","Cell cycle - Caulobacter",58157
"15813","A31","Cell cycle - yeast",1213
"15814","A31","Cellular senescence",124
"15815","A31","Central carbon metabolism in cancer",21693
"15816","A31","Chagas disease",2066
"15817","A31","Chemical carcinogenesis - DNA adducts",8922
"15818","A31","Chemical carcinogenesis - reactive oxygen species",29297
"15819","A31","Chemical carcinogenesis - receptor activation",12248
"15820","A31","Chloroalkane and chloroalkene degradation",14198
"15821","A31","Chlorocyclohexane and chlorobenzene degradation",24454
"15822","A31","Cholesterol metabolism",582
"15823","A31","Choline metabolism in cancer",1634
"15824","A31","Chronic myeloid leukemia",97
"15825","A31","Circadian entrainment",5
"15826","A31","Circadian rhythm",291
"15827","A31","Circadian rhythm - fly",4
"15828","A31","Circadian rhythm - plant",142
"15829","A31","Citrate cycle (TCA cycle)",70252
"15830","A31","Cobalamin transport and metabolism",17279
"15831","A31","Cocaine addiction",4695
"15832","A31","Collecting duct acid secretion",97
"15833","A31","Colorectal cancer",2249
"15834","A31","Coronavirus disease - COVID-19",1139
"15835","A31","Cortisol synthesis and secretion",2
"15836","A31","Cushing syndrome",3484
"15837","A31","Cutin, suberine and wax biosynthesis",1790
"15838","A31","Cyanoamino acid metabolism",28019
"15839","A31","Cysteine and methionine metabolism",116958
"15840","A31","Cytoskeleton in muscle cells",5736
"15841","A31","Cytosolic DNA-sensing pathway",146
"15842","A31","D-Amino acid metabolism",36490
"15843","A31","DNA replication",61213
"15844","A31","Degradation of flavonoids",20109
"15845","A31","Diabetic cardiomyopathy",31964
"15846","A31","Dilated cardiomyopathy",1
"15847","A31","Dioxin degradation",4042
"15848","A31","Dopaminergic synapse",4756
"15849","A31","Dorso-ventral axis formation",100
"15850","A31","Drug metabolism - cytochrome P450",15060
"15851","A31","Drug metabolism - other enzymes",37371
"15852","A31","EGFR tyrosine kinase inhibitor resistance",40
"15853","A31","Efferocytosis",2798
"15854","A31","Endocrine and other factor-regulated calcium reabsorption",2
"15855","A31","Endocrine resistance",1
"15856","A31","Endocytosis",1753
"15857","A31","Endometrial cancer",77
"15858","A31","Epithelial cell signaling in Helicobacter pylori infection",1894
"15859","A31","Epstein-Barr virus infection",2495
"15860","A31","ErbB signaling pathway",4
"15861","A31","Estrogen signaling pathway",1707
"15862","A31","Ether lipid metabolism",34349
"15863","A31","Ethylbenzene degradation",2436
"15864","A31","Exopolysaccharide biosynthesis",19288
"15865","A31","Fanconi anemia pathway",89
"15866","A31","Fat digestion and absorption",2440
"15867","A31","Fatty acid biosynthesis",50444
"15868","A31","Fatty acid degradation",45821
"15869","A31","Fatty acid elongation",404
"15870","A31","Fc gamma R-mediated phagocytosis",1628
"15871","A31","Ferroptosis",11098
"15872","A31","Flagellar assembly",31010
"15873","A31","Flavone and flavonol biosynthesis",196
"15874","A31","Fluid shear stress and atherosclerosis",18938
"15875","A31","Fluorobenzoate degradation",11416
"15876","A31","Focal adhesion",4
"15877","A31","Folate biosynthesis",66523
"15878","A31","FoxO signaling pathway",10590
"15879","A31","Fructose and mannose metabolism",50371
"15880","A31","Furfural degradation",1638
"15881","A31","GABAergic synapse",18036
"15882","A31","Galactose metabolism",45466
"15883","A31","Gap junction",14
"15884","A31","Gastric acid secretion",1
"15885","A31","Gastric cancer",251
"15886","A31","Glioma",99
"15887","A31","Glucagon signaling pathway",19892
"15888","A31","Glucosinolate biosynthesis",7947
"15889","A31","Glutamatergic synapse",17627
"15890","A31","Glutathione metabolism",55558
"15891","A31","Glycerolipid metabolism",58739
"15892","A31","Glycerophospholipid metabolism",79605
"15893","A31","Glycine, serine and threonine metabolism",98466
"15894","A31","Glycolysis / Gluconeogenesis",114621
"15895","A31","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",158
"15896","A31","Glycosaminoglycan degradation",9468
"15897","A31","Glycosphingolipid biosynthesis - ganglio series",2661
"15898","A31","Glycosphingolipid biosynthesis - globo and isoglobo series",10772
"15899","A31","Glycosphingolipid biosynthesis - lacto and neolacto series",27
"15900","A31","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",1658
"15901","A31","Glyoxylate and dicarboxylate metabolism",130901
"15902","A31","GnRH signaling pathway",1566
"15903","A31","Growth hormone synthesis, secretion and action",1
"15904","A31","HIF-1 signaling pathway",18363
"15905","A31","Hedgehog signaling pathway",191
"15906","A31","Hedgehog signaling pathway - fly",260
"15907","A31","Hepatitis B",2334
"15908","A31","Hepatitis C",2396
"15909","A31","Hepatocellular carcinoma",9376
"15910","A31","Herpes simplex virus 1 infection",2217
"15911","A31","Hippo signaling pathway",97
"15912","A31","Hippo signaling pathway - fly",111
"15913","A31","Hippo signaling pathway - multiple species",38
"15914","A31","Histidine metabolism",37481
"15915","A31","Homologous recombination",71724
"15916","A31","Human T-cell leukemia virus 1 infection",933
"15917","A31","Human cytomegalovirus infection",2180
"15918","A31","Human immunodeficiency virus 1 infection",2389
"15919","A31","Human papillomavirus infection",4815
"15920","A31","Huntington disease",13441
"15921","A31","Hypertrophic cardiomyopathy",188
"15922","A31","IL-17 signaling pathway",1691
"15923","A31","Indole alkaloid biosynthesis",3366
"15924","A31","Inflammatory mediator regulation of TRP channels",2
"15925","A31","Influenza A",2811
"15926","A31","Inositol phosphate metabolism",56947
"15927","A31","Insect hormone biosynthesis",1160
"15928","A31","Insulin resistance",22700
"15929","A31","Insulin signaling pathway",12488
"15930","A31","Isoquinoline alkaloid biosynthesis",8855
"15931","A31","JAK-STAT signaling pathway",1
"15932","A31","Kaposi sarcoma-associated herpesvirus infection",2313
"15933","A31","Legionellosis",15623
"15934","A31","Leishmaniasis",5
"15935","A31","Leukocyte transendothelial migration",1
"15936","A31","Limonene degradation",8920
"15937","A31","Linoleic acid metabolism",84
"15938","A31","Lipid and atherosclerosis",12930
"15939","A31","Lipoarabinomannan (LAM) biosynthesis",15438
"15940","A31","Lipoic acid metabolism",41714
"15941","A31","Lipopolysaccharide biosynthesis",22491
"15942","A31","Long-term depression",4
"15943","A31","Long-term potentiation",41
"15944","A31","Longevity regulating pathway",6510
"15945","A31","Longevity regulating pathway - multiple species",15598
"15946","A31","Longevity regulating pathway - worm",37503
"15947","A31","Lysine biosynthesis",44750
"15948","A31","Lysine degradation",26582
"15949","A31","Lysosome",13526
"15950","A31","MAPK signaling pathway",69
"15951","A31","MAPK signaling pathway - fly",2414
"15952","A31","MAPK signaling pathway - plant",10037
"15953","A31","MAPK signaling pathway - yeast",4609
"15954","A31","Mannose type O-glycan biosynthesis",2000
"15955","A31","Measles",2700
"15956","A31","Meiosis - yeast",6061
"15957","A31","Melanogenesis",469
"15958","A31","Melanoma",65
"15959","A31","Metabolism of xenobiotics by cytochrome P450",13737
"15960","A31","Methane metabolism",100499
"15961","A31","MicroRNAs in cancer",3659
"15962","A31","Mineral absorption",5207
"15963","A31","Mismatch repair",63643
"15964","A31","Mitophagy - animal",1533
"15965","A31","Mitophagy - yeast",428
"15966","A31","Monobactam biosynthesis",21253
"15967","A31","Morphine addiction",2
"15968","A31","Motor proteins",202
"15969","A31","Mucin type O-glycan biosynthesis",89
"15970","A31","Mycolic acid biosynthesis",13836
"15971","A31","N-Glycan biosynthesis",4145
"15972","A31","NF-kappa B signaling pathway",150
"15973","A31","NOD-like receptor signaling pathway",7207
"15974","A31","Naphthalene degradation",4328
"15975","A31","Natural killer cell mediated cytotoxicity",59
"15976","A31","Necroptosis",24938
"15977","A31","Neomycin, kanamycin and gentamicin biosynthesis",4577
"15978","A31","Neuroactive ligand-receptor interaction",573
"15979","A31","Neurotrophin signaling pathway",30
"15980","A31","Neutrophil extracellular trap formation",238
"15981","A31","Nicotinate and nicotinamide metabolism",59075
"15982","A31","Nitrogen metabolism",56158
"15983","A31","Nitrotoluene degradation",4843
"15984","A31","Non-alcoholic fatty liver disease",7301
"15985","A31","Non-homologous end-joining",29996
"15986","A31","Non-small cell lung cancer",117
"15987","A31","Nonribosomal peptide structures",876
"15988","A31","Notch signaling pathway",54
"15989","A31","Novobiocin biosynthesis",8293
"15990","A31","Nucleocytoplasmic transport",1546
"15991","A31","Nucleotide excision repair",56975
"15992","A31","O-Antigen nucleotide sugar biosynthesis",55998
"15993","A31","O-Antigen repeat unit biosynthesis",3076
"15994","A31","One carbon pool by folate",44473
"15995","A31","Oocyte meiosis",282
"15996","A31","Osteoclast differentiation",272
"15997","A31","Other carbon fixation pathways",89361
"15998","A31","Other glycan degradation",13009
"15999","A31","Other types of O-glycan biosynthesis",4447
"16000","A31","Ovarian steroidogenesis",1
"16001","A31","Oxidative phosphorylation",151429
"16002","A31","Oxytocin signaling pathway",112
"16003","A31","PD-L1 expression and PD-1 checkpoint pathway in cancer",190
"16004","A31","PI3K-Akt signaling pathway",5893
"16005","A31","PPAR signaling pathway",36661
"16006","A31","Pancreatic cancer",1626
"16007","A31","Pancreatic secretion",86
"16008","A31","Pantothenate and CoA biosynthesis",53969
"16009","A31","Parathyroid hormone synthesis, secretion and action",1685
"16010","A31","Parkinson disease",14535
"16011","A31","Pathogenic Escherichia coli infection",6276
"16012","A31","Pathways in cancer",18436
"16013","A31","Pathways of neurodegeneration - multiple diseases",17486
"16014","A31","Penicillin and cephalosporin biosynthesis",7146
"16015","A31","Pentose and glucuronate interconversions",36478
"16016","A31","Pentose phosphate pathway",98718
"16017","A31","Peptidoglycan biosynthesis",69181
"16018","A31","Peroxisome",43575
"16019","A31","Pertussis",1472
"16020","A31","Phagosome",212
"16021","A31","Phenazine biosynthesis",11186
"16022","A31","Phenylalanine metabolism",69074
"16023","A31","Phenylalanine, tyrosine and tryptophan biosynthesis",57322
"16024","A31","Phenylpropanoid biosynthesis",8519
